TF_Name,HomerID,TF_ID,Family_ID,TSource_ID,Motif_ID,MSource_ID,DBID,TF_Species,TF_Status,Family_Name,DBDs,DBD_Count,Cutoff,DBID.1,Motif_Type,MSource_Identifier,MSource_Type,MSource_Author,MSource_Year,PMID,MSource_Version,SR_Model,SR_NoThreshold,TfSource_Name,TfSource_URL,TfSource_Year,TfSource_Month,TfSource_Day,Motif,width,IC,max_score,NCcutoffScore,ICperNT
ZBTB7A,LRF(Zf)/Erythroblasts-ZBTB7A-ChIP-Seq(GSE74977)/Homer,T095173_2.00,F135_2.00,TS12_2.00,M04579_2.00,MS62_2.00,ENSG00000178951,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZBTB7A_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04579_2.00,11,10.048,12.479,7.729,0.91
ZBTB18,ZBTB18(Zf)/HEK293-ZBTB18.GFP-ChIP-Seq(GSE58341)/Homer,T095177_2.00,F135_2.00,TS12_2.00,M04586_2.00,MS62_2.00,ENSG00000179456,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZBTB18_eDBD_Methyl-HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04586_2.00,13,8.206,11.931,6.143,0.63
ZFP3,ZFP3(Zf)/HEK293-ZFP3.GFP-ChIP-Seq(GSE58341)/Homer,T095192_2.00,F135_2.00,TS12_2.00,M08258_2.00,MS43_2.00,ENSG00000180787,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZFP3,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08258_2.00,15,14.433,18.403,12.35,0.96
ZNF322,ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)/Homer,T095199_2.00,F135_2.00,TS12_2.00,M08931_2.00,MS27_2.00,ENSG00000181315,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZN322_HUMAN.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08931_2.00,20,9.998,19.064,7.532,0.5
ZNF467,ZNF467(Zf)/HEK293-ZNF467.GFP-ChIP-Seq(GSE58341)/Homer,T095200_2.00,F135_2.00,TS12_2.00,M08358_2.00,MS52_2.00,ENSG00000181444,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,Q7Z7K2_3-6.RCADE,ChIP-seq,Schmitges2016,ChIP-seq,Schmitges,2016,27852650,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08358_2.00,12,10.662,14.007,8.602,0.89
ZSCAN22,ZSCAN22(Zf)/HEK293-ZSCAN22.GFP-ChIP-Seq(GSE58341)/Homer,T095211_2.00,F135_2.00,TS12_2.00,M08935_2.00,MS27_2.00,ENSG00000182318,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZSC22_HUMAN.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08935_2.00,16,10.149,16.298,7.835,0.63
WT1,WT1(Zf)/Kidney-WT1-ChIP-Seq(GSE90016)/Homer,T095226_2.00,F135_2.00,TS12_2.00,M00248_2.00,MS04_2.00,ENSG00000184937,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,WT1_R394W,PBM,Barrera2016,PBM,Barrera,2016,27013732,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00248_2.00,13,6.183,11.129,4.054,0.48
ZNF669,ZNF669(Zf)/HEK293-ZNF669.GFP-ChIP-Seq(GSE58341)/Homer,T095267_2.00,F135_2.00,TS12_2.00,M08367_2.00,MS52_2.00,ENSG00000188295,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,Q96BR6_1-9.RCADE,ChIP-seq,Schmitges2016,ChIP-seq,Schmitges,2016,27852650,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08367_2.00,27,11.84,21.545,9.4,0.44
ZNF136,ZNF136(Zf)/HEK293-ZNF136.GFP-ChIP-Seq(GSE58341)/Homer,T095310_2.00,F135_2.00,TS12_2.00,M08265_2.00,MS43_2.00,ENSG00000196646,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF136,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08265_2.00,21,15.486,23.898,13.024,0.74
ZNF675,ZNF675(Zf)/HEK293-ZNF675.GFP-ChIP-Seq(GSE58341)/Homer,T095345_2.00,F135_2.00,TS12_2.00,M08266_2.00,MS43_2.00,ENSG00000197372,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF675,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08266_2.00,20,17.611,21.415,15.594,0.88
ZBTB12,ZBTB12(Zf)/HEK293-ZBTB12.GFP-ChIP-Seq(GSE58341)/Homer,T095409_2.00,F135_2.00,TS12_2.00,M04635_2.00,MS62_2.00,ENSG00000204366,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZBTB12_eDBD_Methyl-HT-SELEX_1,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04635_2.00,14,13.221,15.995,11.291,0.94
SCRT1,SCRT1(Zf)/HEK293-SCRT1.eGFP-ChIP-Seq(Encode)/Homer,T095485_2.00,F135_2.00,TS12_2.00,M04655_2.00,MS62_2.00,ENSG00000261678,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,SCRT1_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04655_2.00,11,10.554,12.552,8.639,0.96
KLF14,KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer,T095489_2.00,F135_2.00,TS12_2.00,M02930_2.00,MS33_2.00,ENSG00000266265,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,KLF14_1,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02930_2.00,14,10.914,14.82,8.857,0.78
Sp1,Sp1(Zf)/Promoter/Homer,T100972_2.00,F135_2.00,TS12_2.00,M08963_2.00,MS27_2.00,ENSMUSG00000001280,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,SP1_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08963_2.00,24,12.492,23.532,9.94,0.52
Klf4,Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer,T100977_2.00,F135_2.00,TS12_2.00,M08021_2.00,MS26_2.00,ENSMUSG00000003032,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,SRP000217_Klf4,ChIP-seq,hmCHIP,ChIP-seq,Chen,2011,21450710,11-Nov,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08021_2.00,11,8.522,11.064,6.562,0.77
Sp2,Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer,T101006_2.00,F135_2.00,TS12_2.00,M08970_2.00,MS27_2.00,ENSMUSG00000018678,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,SP2_MOUSE.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08970_2.00,22,9.861,19.468,7.39,0.45
Plagl1,Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)/Homer,T101009_2.00,F135_2.00,TS12_2.00,M00130_2.00,MS02_2.00,ENSMUSG00000019817,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,Plagl1_0972,PBM,Badis09,PBM,Badis,2009,19443739,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00130_2.00,10,4.186,7.684,2.017,0.42
Bcl6,Bcl6(Zf)/Liver-Bcl6-ChIP-Seq(GSE31578)/Homer,T101031_2.00,F135_2.00,TS12_2.00,M09513_2.00,MS28_2.00,ENSMUSG00000022508,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,Liver-Bcl6_GSE31578,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09513_2.00,15,7.129,12.678,4.786,0.48
Snai2,Slug(Zf)/Mesoderm-Snai2-ChIP-Seq(GSE61475)/Homer,T101035_2.00,F135_2.00,TS12_2.00,M08973_2.00,MS27_2.00,ENSMUSG00000022676,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,SNAI2_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08973_2.00,11,9.366,11.096,7.787,0.85
Gfi1b,Gfi1b(Zf)/HPC7-Gfi1b-ChIP-Seq(GSE22178)/Homer,T101063_2.00,F135_2.00,TS12_2.00,M09514_2.00,MS28_2.00,ENSMUSG00000026815,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,HPC7-Gfi1b_GSE22178,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09514_2.00,10,9.407,11.305,7.495,0.94
Maz,Maz(Zf)/HepG2-Maz-ChIP-Seq(GSE31477)/Homer,T101100_2.00,F135_2.00,TS12_2.00,M08988_2.00,MS27_2.00,ENSMUSG00000030678,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,MAZ_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08988_2.00,22,9.845,19.358,7.366,0.45
Klf9,Klf9(Zf)/GBM-Klf9-ChIP-Seq(GSE62211)/Homer,T101114_2.00,F135_2.00,TS12_2.00,M00777_2.00,MS17_2.00,ENSMUSG00000033863,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,pTH2353,PBM,DREAM_contest,PBM,Weirauch,2013,23354101,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00777_2.00,8,6.187,8.395,4.128,0.77
Zfp57,Zfp57(Zf)/H1-ZFP57.HA-ChIP-Seq(GSE115387)/Homer,T101130_2.00,F135_2.00,TS12_2.00,M08992_2.00,MS27_2.00,ENSMUSG00000036036,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZFP57_MOUSE.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08992_2.00,10,7.617,10.691,5.442,0.76
Egr2,Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)/Homer,T101144_2.00,F135_2.00,TS12_2.00,M09515_2.00,MS28_2.00,ENSMUSG00000037868,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,Thymocytes-Egr2_GSE34254,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09515_2.00,12,8.661,11.954,6.745,0.72
Egr1,Egr1(Zf)/K562-Egr1-ChIP-Seq(GSE32465)/Homer,T101147_2.00,F135_2.00,TS12_2.00,M08996_2.00,MS27_2.00,ENSMUSG00000038418,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,EGR1_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08996_2.00,14,10.315,14.456,8.268,0.74
Zfp281,Zfp281(Zf)/ES-Zfp281-ChIP-Seq(GSE81042)/Homer,T101166_2.00,F135_2.00,TS12_2.00,M08999_2.00,MS27_2.00,ENSMUSG00000041483,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZN281_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08999_2.00,15,13.643,17.866,11.751,0.91
Snai1,Snail1(Zf)/LS174T-SNAIL1.HA-ChIP-Seq(GSE127183)/Homer,T101176_2.00,F135_2.00,TS12_2.00,M00781_2.00,MS17_2.00,ENSMUSG00000042821,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,pTH2340,PBM,DREAM_contest,PBM,Weirauch,2013,23354101,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00781_2.00,10,4.154,7.505,1.999,0.42
Gli2,Gli2(Zf)/GM2-Gli2-ChIP-Chip(GSE112702)/Homer,T101235_2.00,F135_2.00,TS12_2.00,M01024_2.00,MS47_2.00,ENSMUSG00000048402,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,Gli2,PBM,Peterson2012,PBM,Peterson,2012,23249739,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01024_2.00,10,8.188,10.686,6.376,0.82
Sp5,Sp5(Zf)/mES-Sp5.Flag-ChIP-Seq(GSE72989)/Homer,T101496_2.00,F135_2.00,TS12_2.00,M09016_2.00,MS27_2.00,ENSMUSG00000075304,Mus_musculus,D,C2H2 ZF,zf-C2H2,1,0.755454496,SP5_MOUSE.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09016_2.00,24,10.459,20.689,7.953,0.44
RBPJ,"RBPJ:Ebox(?,bHLH)/Panc1-Rbpj1-ChIP-Seq(GSE47459)/Homer",T166060_2.00,F161_2.00,TS12_2.00,M00735_2.00,MS14_2.00,ENSG00000168214,Homo_sapiens,D,CSL,LAG1-DNAbind,1,0.7,GST-CSL_Fig2,PBM,DelBianco2010,PBM,DelBianco,2010,21124806,NULL,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00735_2.00,10,3.804,7.429,1.686,0.38
Rbpj,Rbpj1(?)/Panc1-Rbpj1-ChIP-Seq(GSE47459)/Homer,T166090_2.00,F161_2.00,TS12_2.00,M09519_2.00,MS28_2.00,ENSMUSG00000017007,Mus_musculus,D,CSL,LAG1-DNAbind,1,0.7,Panc1-Rbpj1_GSE47459,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09519_2.00,10,7.928,10.482,6.053,0.79
ONECUT2,Hnf6b(Homeobox)/LNCaP-Hnf6b-ChIP-Seq(GSE106305)/Homer,T167059_2.00,F164_2.00,TS12_2.00,M04671_2.00,MS62_2.00,ENSG00000119547,Homo_sapiens,D,"CUT,Homeodomain","CUT,Homeobox",2,0.7,ONECUT2_FL_Methyl-HT-SELEX_1,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04671_2.00,12,12.684,14.826,11.152,1.06
ONECUT1,HNF6(Homeobox)/Liver-Hnf6-ChIP-Seq(ERP000394)/Homer,T167060_2.00,F164_2.00,TS12_2.00,M09022_2.00,MS27_2.00,ENSG00000169856,Homo_sapiens,D,"CUT,Homeodomain","CUT,Homeobox",2,0.7,HNF6_HUMAN.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09022_2.00,11,8.703,11.687,6.763,0.79
CUX1,CUX1(Homeobox)/K562-CUX1-ChIP-Seq(GSE92882)/Homer,T167063_2.00,F164_2.00,TS12_2.00,M02947_2.00,MS33_2.00,ENSG00000257923,Homo_sapiens,D,"CUT,Homeodomain","CUT,Homeobox",2,0.7,CUX1_2,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02947_2.00,18,12.082,17.198,9.732,0.67
Cux2,Cux2(Homeobox)/Liver-Cux2-ChIP-Seq(GSE35985)/Homer,T167157_2.00,F164_2.00,TS12_2.00,M09025_2.00,MS27_2.00,ENSMUSG00000042589,Mus_musculus,D,"CUT,Homeodomain","CUT,Homeobox",2,0.7,CUX2_MOUSE.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09025_2.00,11,5.503,10.31,3.287,0.5
DMRT1,DMRT1(DM)/Testis-DMRT1-ChIP-Seq(GSE64892)/Homer,T169047_2.00,F170_2.00,TS12_2.00,M04683_2.00,MS62_2.00,ENSG00000137090,Homo_sapiens,D,DM,DM,1,0.845304522,DMRT1_FL_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04683_2.00,12,6.824,10.797,4.91,0.57
Dmrtb1,DMRT6(DM)/Testis-DMRT6-ChIP-Seq(GSE60440)/Homer,T169126_2.00,F170_2.00,TS12_2.00,M09028_2.00,MS27_2.00,ENSMUSG00000028610,Mus_musculus,D,DM,DM,1,0.845304522,DMRTB_MOUSE.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09028_2.00,16,8.409,14.464,6.065,0.53
E2F1,E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)/Homer,T172616_2.00,F174_2.00,TS12_2.00,M09521_2.00,MS28_2.00,ENSG00000101412,Homo_sapiens,D,E2F,E2F_TDP,1,0.428571429,Hela-E2F1_GSE22478,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SequenceIdentity,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09521_2.00,10,9.652,11.571,7.973,0.97
E2F3,E2F3(E2F)/MEF-E2F3-ChIP-Seq(GSE71376)/Homer,T172617_2.00,F174_2.00,TS12_2.00,M02957_2.00,MS33_2.00,ENSG00000112242,Homo_sapiens,D,E2F,E2F_TDP,1,0.428571429,E2F3_2,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SequenceIdentity,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02957_2.00,18,14.666,20.069,12.655,0.81
E2F7,E2F7(E2F)/Hela-E2F7-ChIP-Seq(GSE32673)/Homer,T172621_2.00,F174_2.00,TS12_2.00,M04705_2.00,MS62_2.00,ENSG00000165891,Homo_sapiens,D,E2F,E2F_TDP,1,0.428571429,E2F7_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SequenceIdentity,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04705_2.00,14,16.391,17.728,14.206,1.17
E2F6,E2F6(E2F)/Hela-E2F6-ChIP-Seq(GSE31477)/Homer,T172622_2.00,F174_2.00,TS12_2.00,M08107_2.00,MS31_2.00,ENSG00000169016,Homo_sapiens,D,E2F,E2F_TDP,1,0.428571429,MA0471.1,ChIP-seq,JASPAR,JASPAR,Mathelier,2014,24194598,14-Aug,SequenceIdentity,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08107_2.00,11,8.909,11.28,7.159,0.81
E2F4,E2F4(E2F)/K562-E2F4-ChIP-Seq(GSE31477)/Homer,T172625_2.00,F174_2.00,TS12_2.00,M02962_2.00,MS33_2.00,ENSG00000205250,Homo_sapiens,D,E2F,E2F_TDP,1,0.428571429,E2F4_2,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SequenceIdentity,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02962_2.00,12,14.79,16.201,12.804,1.23
EBF1,EBF(EBF)/proBcell-EBF-ChIP-Seq(GSE21978)/Homer,T174553_2.00,F178_2.00,TS12_2.00,M02963_2.00,MS33_2.00,ENSG00000164330,Homo_sapiens,D,EBF1,COE1_DBD,1,0.7,EBF1_1,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02963_2.00,14,10.84,14.587,8.762,0.77
EBF1,EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)/Homer,T174553_2.00,F178_2.00,TS12_2.00,M09044_2.00,MS27_2.00,ENSG00000164330,Homo_sapiens,D,EBF1,COE1_DBD,1,0.7,COE1_HUMAN.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09044_2.00,15,9.001,13.961,6.866,0.6
ETV1,ETV1(ETS)/GIST48-ETV1-ChIP-Seq(GSE22441)/Homer,T176111_2.00,F180_2.00,TS12_2.00,M04709_2.00,MS62_2.00,ENSG00000006468,Homo_sapiens,D,Ets,Ets,1,0.717430628,ETV1_eDBD_Methyl-HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04709_2.00,11,5.989,9.135,4.112,0.54
SPI1,PU.1(ETS)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,T176113_2.00,F180_2.00,TS12_2.00,M08026_2.00,MS26_2.00,ENSG00000066336,Homo_sapiens,D,Ets,Ets,1,0.717430628,SRP005406_SPI1,ChIP-seq,hmCHIP,ChIP-seq,Chen,2011,21450710,11-Nov,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08026_2.00,15,12.268,16.791,10.174,0.82
SPI1,PU.1:IRF8(ETS:IRF)/pDC-Irf8-ChIP-Seq(GSE66899)/Homer,T176113_2.00,F180_2.00,TS12_2.00,M07946_2.00,MS18_2.00,ENSG00000066336,Homo_sapiens,D,Ets,Ets,1,0.717430628,K562_PU1_HudsonAlpha,ChIP-seq,ENCODE,ChIP-seq,Gerstein,2012,22955619,11-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07946_2.00,15,13.258,17.271,11.195,0.88
SPI1,PU.1-IRF(ETS:IRF)/Bcell-PU.1-ChIP-Seq(GSE21512)/Homer,T176113_2.00,F180_2.00,TS12_2.00,M07946_2.00,MS18_2.00,ENSG00000066336,Homo_sapiens,D,Ets,Ets,1,0.717430628,K562_PU1_HudsonAlpha,ChIP-seq,ENCODE,ChIP-seq,Gerstein,2012,22955619,11-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07946_2.00,15,13.258,17.271,11.195,0.88
ELF1,ELF1(ETS)/Jurkat-ELF1-ChIP-Seq(SRA014231)/Homer,T176120_2.00,F180_2.00,TS12_2.00,M08198_2.00,MS42_2.00,ENSG00000120690,Homo_sapiens,D,Ets,Ets,1,0.717430628,Mv63,ChIP-seq,modENCODE,ChIP-seq,Contrino,2012,22080565,16-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08198_2.00,10,10.818,12.451,9.126,1.08
SPDEF,SPDEF(ETS)/VCaP-SPDEF-ChIP-Seq(SRA014231)/Homer,T176121_2.00,F180_2.00,TS12_2.00,M02974_2.00,MS33_2.00,ENSG00000124664,Homo_sapiens,D,Ets,Ets,1,0.717430628,SPDEF_2,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02974_2.00,15,13.341,17.751,11.304,0.89
ETS1,ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer,T176123_2.00,F180_2.00,TS12_2.00,M10493_2.00,MS59_2.00,ENSG00000134954,Homo_sapiens,D,Ets,Ets,1,0.717430628,V$CETS1P54_01,Transfac,Transfac,Transfac,Matys,2006,16381825,7,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M10493_2.00,10,7.226,9.686,5.489,0.72
EHF,EHF(ETS)/LoVo-EHF-ChIP-Seq(GSE49402)/Homer,T176124_2.00,F180_2.00,TS12_2.00,M09533_2.00,MS28_2.00,ENSG00000135373,Homo_sapiens,D,Ets,Ets,1,0.717430628,LoVo-EHF_GSE49402,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09533_2.00,10,7.75,10.248,6.16,0.78
ELF5,ELF5(ETS)/T47D-ELF5-ChIP-Seq(GSE30407)/Homer,T176125_2.00,F180_2.00,TS12_2.00,M04758_2.00,MS62_2.00,ENSG00000135374,Homo_sapiens,D,Ets,Ets,1,0.717430628,ELF5_FL_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04758_2.00,12,8.448,12.385,6.403,0.7
FLI1,EWS:FLI1-fusion(ETS)/SK_N_MC-EWS:FLI1-ChIP-Seq(SRA014231)/Homer,T176127_2.00,F180_2.00,TS12_2.00,M02992_2.00,MS33_2.00,ENSG00000151702,Homo_sapiens,D,Ets,Ets,1,0.717430628,FLI1_1,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02992_2.00,10,7.758,10.554,5.825,0.78
GABPA,GABPA(ETS)/Jurkat-GABPa-ChIP-Seq(GSE17954)/Homer,T176128_2.00,F180_2.00,TS12_2.00,M09056_2.00,MS27_2.00,ENSG00000154727,Homo_sapiens,D,Ets,Ets,1,0.717430628,GABPA_HUMAN.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09056_2.00,14,8.722,13.045,6.653,0.62
